,Tweet_id,sentiment
288,1217898338953179138,Neutral
289,1221882405176385541,Neutral
290,1221882393549852675,Neutral
291,1221876921652346880,Neutral
292,1221884681127370754,Neutral
293,1221882807141703681,Positive
294,1226422771586097152,Positive
295,1221884380836253698,Negative
296,1224586767711514624,Neutral
297,1223448667010617344,Neutral
298,1221884769039941632,Neutral
299,1221885166773309441,Negative
300,1221866763039670272,Positive
301,1226407397230555136,Neutral
302,1221883158947336198,Neutral
303,1221882906173415427,Neutral
304,1221880897802330112,Positive
305,1221884581999194113,Negative
306,1221881544018669568,Negative
307,1221883177884704769,Neutral
308,1221881360970928128,Positive
309,1221884844352950272,Negative
310,1221880490371833858,Positive
311,1221881427010183169,Neutral
312,1221882700811984896,Positive
313,1221880904504827905,Neutral
314,1221881367719567360,Negative
315,1227326738683899907,Neutral
316,1221881910823129088,Negative
317,1221883856938328066,Neutral
318,1221885223794827267,Positive
319,1224763577913036800,Negative
320,1221884895951302656,Positive
321,1221882005820006400,Neutral
322,1221884346061262848,Neutral
323,1221157492673130504,Neutral
324,1221882634827190280,Negative
325,1221884957141979138,Negative
326,1221882854730293251,Neutral
327,1221883040315662338,Positive
328,1221880321991487489,Neutral
329,1223448512131751937,Neutral
330,1221884627612262400,Neutral
331,1221885069415022593,Neutral
332,1221882200188170241,Neutral
333,1221884994026688515,Neutral
334,1221880948633034752,Positive
335,1221885246188199939,Positive
336,1221776184800940032,Neutral
337,1226409597704994816,Neutral
338,1221876453702361089,Neutral
339,1221880549733781515,Neutral
340,1221883109018361860,Neutral
341,1221858800937906176,Neutral
342,1221881102756917250,Positive
343,1228686028212461568,Neutral
344,1220987138298261505,Neutral
345,1221882208895545346,Positive
346,1227326868124246017,Neutral
347,1221880933256744960,Neutral
348,1226427175794094080,Neutral
349,1221881231714983942,Negative
350,1221882551293423616,Neutral
351,1221829231971389440,Neutral
352,1221884034986520578,Neutral
353,1226422631521538048,Neutral
354,1221882882278465536,Neutral
355,1221880662078214144,Neutral
356,1221882845964181507,Negative
357,1221884323542052864,Negative
358,1227576931777904640,Positive
359,1226425223576260608,Neutral
360,1221883556458352640,Neutral
361,1226428255839891456,Neutral
362,1221882453893271553,Neutral
363,1221883599848427521,Neutral
364,1221881041574662146,Neutral
365,1221883065095671809,Positive
366,1221883402619629570,Neutral
367,1221662874394877952,Neutral
368,1221884000328994821,Positive
369,1218261545437868032,Neutral
370,1227576992100421632,Neutral
371,1221874916200534018,Neutral
372,1223409379317338112,Positive
373,1224586891145760768,Neutral
374,1221854929134006273,Positive
375,1221884693341179904,Neutral
376,1221883770489442305,Positive
377,1221878443056476160,Neutral
378,1221884858110181377,Neutral
379,1221883222101045249,Negative
380,1221775381289750528,Neutral
381,1221882280714686464,Neutral
382,1221884443230703617,Neutral
383,1218303211993473024,Neutral
384,1221880407198781441,Neutral
385,1221881689418489862,Neutral
386,1221883636259131392,Negative
387,1221737080147120128,Neutral
388,1221884199352840193,Negative
389,1221884383226925057,Neutral
390,1221883488724496385,Neutral
391,1221881408827936768,Neutral
392,1221882849332285442,Negative
393,1221510669180317699,Neutral
394,1221885048632287233,Neutral
395,1224766542707154944,Neutral
396,1221882913580572676,Neutral
397,1226426218590896128,Positive
398,1221884444698730497,Neutral
399,1227323136401694722,Neutral
400,1224587334278053889,Positive
401,1221884400796930053,Neutral
402,1221881768405499908,Neutral
403,1221884290671304708,Positive
404,1221883790236233729,Neutral
405,1221882277602430977,Positive
406,1221880880274251777,Neutral
407,1226408035045793793,Neutral
408,1221883211841785857,Negative
409,1221883811476185089,Negative
410,1221538459925524481,Neutral
411,1221883127771123713,Positive
412,1227451470850727942,Neutral
413,1221884637519208448,Neutral
414,1221882424927379463,Neutral
415,1221885136226209792,Neutral
416,1221881427052191744,Neutral
417,1227576934932062209,Positive
418,1221882705375309830,Neutral
419,1221882804272803843,Positive
420,1221884306408255488,Negative
421,1221884474033569792,Neutral
422,1221884736676814850,Neutral
423,1227576865185030144,Neutral
424,1219885647755927552,Neutral
425,1221881156712456196,Neutral
426,1221880344439410688,Neutral
427,1221882490496962566,Neutral
428,1221884672789090305,Positive
429,1221884331200860161,Neutral
430,1221881312371511296,Neutral
431,1221883991705497600,Positive
432,1221885222003888128,Neutral
433,1221882113726853121,Neutral
434,1221880464857862149,Neutral
435,1221827310443270144,Neutral
436,1221883765812879360,Neutral
437,1221884278243504129,Positive
438,1221883522648100864,Neutral
439,1221816076612390913,Neutral
440,1221884490735345664,Positive
441,1223558203889344512,Neutral
442,1221885021851701248,Neutral
443,1221883687601688581,Negative
444,1221885051790667781,Neutral
445,1221884501980319746,Positive
446,1220786858826915840,Negative
447,1221883514066554882,Neutral
448,1221880885022208003,Neutral
449,1221880927288201216,Neutral
450,1221880522735005701,Neutral
451,1221883478138068995,Neutral
452,1221884632624500739,Positive
453,1226410045811888129,Neutral
454,1221881681851883520,Positive
455,1221884441443930114,Positive
456,1221880996792078336,Neutral
457,1221882294635499520,Positive
458,1226427726099308545,Neutral
459,1221881356722081797,Positive
460,1221885119159590913,Negative
461,1221257726501756935,Positive
462,1221882288922861568,Neutral
463,1227322833333891079,Positive
464,1226408309013479424,Negative
465,1221884659350544385,Positive
466,1221882471681347584,Negative
467,1221549531701092352,Neutral
468,1221879705885986816,Negative
469,1226424098324172800,Neutral
470,1226427871461363713,Neutral
471,1227452093583306752,Positive
472,1221880515810164736,Positive
473,1221881897564942338,Neutral
474,1221880751110619139,Neutral
475,1221871488728555520,Neutral
476,1221882121289113601,Neutral
477,1221883434286624769,Neutral
478,1221882297458331649,Neutral
479,1221882971969478657,Negative
480,1221885084204224514,Neutral
481,1221883451516821506,Negative
482,1221882920115351553,Neutral
483,1221794067970961408,Neutral
484,1221884871817285638,Negative
485,1226420089320361984,Positive
486,1221884616669323264,Neutral
487,1221885200516427777,Neutral
488,1221884745270943744,Positive
489,1221884845892218885,Neutral
490,1221883504750927874,Neutral
491,1221883780115374083,Neutral
492,1226417312464621571,Positive
493,1221881185908989952,Neutral
494,1221881400909094913,Neutral
495,1221882929518870529,Negative
496,1221884317158248449,Neutral
497,1221881660007993345,Neutral
498,1221880747415478274,Neutral
499,1221881462594711552,Neutral
500,1226417107799330817,Neutral
501,1226417926078468097,Neutral
502,1221883434139901954,Neutral
503,1221882459052224513,Neutral
504,1226407361306398720,Positive
505,1221882623980646400,Positive
506,1227452260164214785,Neutral
507,1221880334658211848,Neutral
508,1221881610615820289,Positive
509,1221884013436112898,Positive
510,1221885014431948804,Neutral
511,1221882585539915777,Neutral
512,1221881456668160000,Neutral
513,1221881295187386368,Positive
514,1221881494995685378,Neutral
515,1221885028201791489,Negative
516,1221885204249350144,Neutral
517,1221884819812028417,Positive
518,1226429147095764993,Neutral
519,1221837005912465411,Negative
520,1221883102211067910,Negative
521,1221881528856301569,Neutral
522,1221885298067607552,Negative
523,1221885225992642561,Neutral
524,1221882127551213569,Neutral
525,1227577153501396995,Neutral
526,1221883675161382912,Neutral
527,1221881388242231296,Neutral
528,1221884549208137728,Neutral
529,1221881611391852549,Negative
530,1221885064939810818,Positive
531,1221882226540974080,Neutral
532,1221880319432974338,Neutral
533,1221869918825697280,Neutral
534,1226408163701907461,Neutral
535,1221884405075054592,Neutral
536,1221882057602863105,Positive
537,1221882246338162689,Neutral
538,1221883738897965056,Neutral
539,1226426117885657088,Neutral
540,1221881676961325057,Negative
541,1221883785647661056,Negative
542,1221882751160324096,Neutral
543,1221884659761602562,Neutral
544,1221882814238547969,Neutral
545,1221875046819516416,Positive
546,1219880816303640576,Neutral
547,1221883923057254402,Neutral
548,1221881346844479490,Positive
549,1221885293042786304,Negative
550,1221882213526114304,Negative
551,1221881295262842880,Neutral
552,1221882753928613891,Positive
553,1221884909263953922,Neutral
554,1221882185902448640,Neutral
555,1226428678164402176,Neutral
556,1221881472891658246,Positive
557,1226419904284372994,Negative
558,1221628736883347456,Neutral
559,1221881361528696834,Neutral
560,1226419802564169733,Neutral
561,1221883092811599872,Positive
562,1226420172518498304,Neutral
563,1221880862515638272,Neutral
564,1221879802971541506,Neutral
565,1221881640701644802,Positive
566,1221883214857416715,Positive
567,1221882152171855873,Positive
568,1227576995615313920,Neutral
569,1221881015519543301,Neutral
570,1221882581190348801,Positive
571,1221884758868856832,Neutral
572,1221884119661142016,Neutral
573,1221882744608784385,Negative
574,1221883616453632000,Neutral
575,1226419554924060672,Neutral
576,1221882525989163008,Neutral
577,1221861887970893824,Neutral
578,1227452682463588352,Neutral
579,1221884617873072134,Negative
580,1221884744348192768,Neutral
581,1221882242395463680,Positive
582,1223448512018468864,Neutral
583,1221881079222718465,Negative
584,1227451733275742208,Neutral
585,1221883896763166726,Positive
586,1221634882088075265,Neutral
587,1221881141222957056,Neutral
588,1221881932956475393,Positive
589,1221881082498486277,Negative
590,1221880879443783682,Neutral
591,1221883801019785218,Negative
592,1221885158716006400,Negative
593,1226425764180045824,Negative
594,1226422819308888064,Neutral
595,1221880281474437123,Negative
596,1221884481998655490,Neutral
597,1226422529247580163,Neutral
598,1221880739555414019,Positive
599,1227452567346655232,Positive
600,1221884367246635014,Neutral
601,1221881503166189568,Neutral
602,1221884668355715072,Neutral
603,1226417347054985216,Neutral
604,1221881673278685185,Neutral
605,1221881103990120448,Neutral
606,1221881596778811392,Positive
607,1221884201286426625,Neutral
608,1221881181051981826,Neutral
609,1219012734781743106,Neutral
610,1221885214332522497,Neutral
611,1221882002745561089,Negative
612,1221881449521012736,Neutral
613,1221883304321961984,Neutral
614,1221881937507377154,Neutral
615,1221880668063436802,Neutral
616,1221884449937293313,Neutral
617,1221881678949507073,Neutral
618,1221882428018642944,Positive
619,1226421990808064000,Neutral
620,1221880957659230209,Neutral
621,1221854799412572162,Negative
622,1221884332698038273,Neutral
623,1221884209746317313,Positive
624,1221882656947871744,Neutral
625,1221883928648306689,Neutral
626,1221883060381278208,Negative
627,1221881569520095232,Positive
628,1221884018557407235,Neutral
629,1221879619038720000,Neutral
630,1221884436045844482,Neutral
631,1221884782885384192,Neutral
632,1221881569046073344,Neutral
633,1226427256471511042,Neutral
634,1221884785859186691,Neutral
635,1221882201241018368,Neutral
636,1221882373203165190,Neutral
637,1226408722483830784,Neutral
638,1221880903724675073,Neutral
639,1221885218421866498,Neutral
640,1221882101454254084,Neutral
641,1221884127152046082,Neutral
642,1221881244524470275,Negative
643,1221881387575365632,Neutral
644,1221882896065224705,Negative
645,1221882244333285382,Neutral
646,1221880784467959808,Negative
647,1221884236359069696,Positive
648,1221881316423147520,Neutral
649,1221882599884324866,Positive
650,1220447262033305605,Neutral
651,1221882619522101251,Neutral
652,1221880476375363585,Negative
653,1221880678272380929,Neutral
654,1221880827358916608,Positive
655,1221882448033787904,Neutral
656,1221882007577399297,Neutral
657,1221881218620383233,Negative
658,1221881882750615553,Positive
659,1227576343992393729,Positive
660,1221883084464906246,Positive
661,1221881199695749120,Neutral
662,1221881489509490688,Neutral
663,1221884398141919234,Negative
664,1221881363533574145,Negative
665,1221883728500338691,Neutral
666,1219714247762108418,Neutral
667,1221881935187922944,Neutral
668,1221883675727613952,Negative
669,1221882892558663680,Neutral
670,1221883029066567680,Neutral
671,1221884839240044545,Neutral
672,1221880850251382788,Neutral
673,1221882848333922304,Neutral
674,1221884815743639554,Neutral
675,1221882829623255040,Neutral
676,1221880362273583105,Negative
677,1226419823120269317,Neutral
678,1221880729975607296,Negative
679,1226418927057723394,Neutral
680,1227451945654325251,Positive
681,1227576985037221888,Neutral
682,1221880281021538305,Negative
683,1221881846226616321,Negative
684,1221881926803492866,Neutral
685,1221882094604947456,Positive
686,1221882152360476677,Neutral
687,1221884486465597440,Neutral
688,1221883757667418113,Neutral
689,1221881121794875394,Neutral
690,1221883377009283074,Neutral
691,1221883658879062023,Positive
692,1221883642147897349,Neutral
693,1221881643771867136,Positive
694,1221883252320931844,Negative
695,1221883701061210113,Neutral
696,1221884769299988482,Neutral
697,1221883011161038848,Positive
698,1221882470875963395,Neutral
699,1224587384714645505,Neutral
700,1221880320003317760,Positive
701,1221881153990397952,Neutral
702,1221881341177929728,Positive
703,1221883441727377410,Positive
704,1221878550371893249,Neutral
705,1221881287872602116,Neutral
706,1221884607819321349,Neutral
707,1221881775129010176,Neutral
708,1221880520562348039,Neutral
709,1227452474866520064,Neutral
710,1226409513844137985,Neutral
711,1221882276927213569,Neutral
712,1221883263247101952,Neutral
713,1221882801580015617,Neutral
714,1221885162276950016,Negative
715,1221881326766305282,Negative
716,1221883496135905281,Neutral
717,1221880998985699330,Neutral
718,1221882068046618624,Neutral
719,1221880989439447045,Negative
720,1221880958682574848,Neutral
721,1221881279454556167,Neutral
722,1217084460535074818,Neutral
723,1221880751156813825,Neutral
724,1221882092004442113,Negative
725,1224587201989763072,Neutral
726,1226425304895324160,Positive
727,1221883123367055360,Positive
728,1221030253080064000,Neutral
729,1227318865799077891,Positive
730,1221881057924059137,Negative
731,1221881366012481539,Neutral
732,1221880607602544640,Neutral
733,1221881064173514752,Neutral
734,1221881542072504320,Neutral
735,1221884342496120833,Neutral
736,1221884255883665414,Neutral
737,1221881120561750016,Positive
738,1221883755297673216,Neutral
739,1221882172065402880,Positive
740,1221885237518573568,Neutral
741,1221884581508534274,Positive
742,1221882710106497024,Negative
743,1221882173055229953,Neutral
744,1226408972640493568,Negative
745,1221840624468549632,Neutral
746,1226426331610652672,Neutral
747,1221884672017387522,Neutral
748,1221880405890162690,Negative
749,1221882255108341761,Neutral
750,1221880954093961217,Neutral
751,1221883514053976065,Neutral
752,1221883329026437120,Positive
753,1221883417719078912,Positive
754,1221884241857912833,Neutral
755,1220869732787806209,Neutral
756,1221884335499988992,Negative
757,1221883582731505664,Positive
758,1221880621473128449,Negative
759,1221884305670123521,Positive
760,1221882665579749376,Neutral
761,1221880711617163274,Neutral
762,1216471065611862018,Neutral
763,1221884653805744130,Neutral
764,1221884673787297793,Neutral
765,1224586421123670016,Positive
766,1221880877271191552,Neutral
767,1221883690789351428,Neutral
768,1227452179327471619,Neutral
769,1221882473849802753,Negative
770,1221883114085146624,Neutral
771,1221882223621758979,Neutral
772,1221882311190417409,Negative
773,1221882057397350402,Neutral
774,1221884413774004229,Neutral
775,1223409368747606017,Positive
776,1221880863731961873,Neutral
777,1221884983020851200,Positive
778,1220085163998220288,Neutral
779,1221883489513082880,Neutral
780,1221881672532156416,Neutral
781,1221790366904520704,Positive
782,1221885229046124546,Neutral
783,1221882794411995137,Negative
784,1227577490169876480,Neutral
785,1224586623226142720,Neutral
786,1221882400923365379,Neutral
787,1221880751454552066,Neutral
788,1221882739277881344,Positive
789,1221874030002741248,Neutral
790,1221880421757210630,Negative
791,1221881082880188416,Neutral
792,1221884327564316672,Positive
793,1221882849080627200,Neutral
794,1221884704154116099,Positive
795,1221883143885611009,Positive
796,1221880444951638018,Positive
797,1221882342303772673,Positive
798,1221884596234727424,Neutral
799,1220472904405671939,Neutral
800,1221882459878580224,Positive
801,1221883814168973313,Neutral
802,1221501562889084928,Neutral
803,1221880569660891141,Neutral
804,1221873448152195072,Neutral
805,1221883518676094978,Neutral
806,1221883056102965248,Neutral
807,1221881657910792199,Neutral
808,1221884639305981954,Positive
809,1221884590371016705,Neutral
810,1221881473013186562,Positive
811,1221884494887694336,Neutral
812,1221884912581644288,Positive
813,1221882018914541576,Neutral
814,1221859566373277697,Neutral
815,1224587260101898240,Positive
816,1221883081629556736,Neutral
817,1226418150046158848,Positive
818,1221881946659311616,Positive
819,1221883061857591304,Neutral
820,1221882291015897088,Neutral
821,1221883769289945089,Neutral
822,1221568226439639047,Neutral
823,1221880918161469441,Neutral
824,1221881408005836801,Neutral
825,1221882041337368577,Neutral
826,1217972161866092547,Neutral
827,1221882794558873600,Neutral
828,1221881165717680130,Neutral
829,1221881423906398208,Negative
830,1221883787405156358,Neutral
831,1221880912847294466,Negative
832,1221831554701451270,Positive
833,1227451830147440643,Positive
834,1221884351006355458,Neutral
835,1221882650903875590,Positive
836,1221884801797541888,Negative
837,1221880935479676930,Neutral
838,1221880394905276422,Positive
839,1221881264757788672,Neutral
840,1221883679166865408,Neutral
841,1221882931406417928,Neutral
842,1221883957744218113,Neutral
843,1221884585258160129,Neutral
844,1221880743560871936,Positive
845,1221881195652354048,Neutral
846,1221882192500084736,Positive
847,1221883217701167104,Neutral
848,1221882354702135303,Neutral
849,1221881523529506819,Neutral
850,1221881620459855873,Neutral
851,1221702787207172097,Neutral
852,1221884613116727297,Neutral
853,1221881534048821251,Positive
854,1221880477591703559,Neutral
855,1221881717398691841,Neutral
856,1221881551199391745,Positive
857,1221881531591024640,Neutral
858,1226408437074071552,Neutral
859,1221884765822951424,Neutral
860,1221884213479211008,Neutral
861,1221882373400195072,Neutral
862,1227577027970072576,Negative
863,1221726515861381120,Neutral
864,1221885153586425859,Neutral
865,1221881743571148801,Neutral
866,1221881931350118401,Positive
867,1221884274216972289,Neutral
868,1221829672259989506,Negative
869,1221883574112133121,Neutral
870,1221882333357318145,Neutral
871,1217182879761031169,Positive
872,1221879596464902146,Neutral
873,1221883950844477440,Positive
874,1221880631728181250,Neutral
875,1217445901343625216,Positive
876,1221881114756812801,Negative
877,1221660682204086272,Negative
878,1221884694020620288,Neutral
879,1226425877371793408,Positive
880,1223563017041981440,Negative
881,1221881622871539712,Neutral
882,1226407311675097091,Neutral
883,1221881731369881611,Negative
884,1221883137413861376,Negative
885,1221882377904979968,Neutral
886,1221880346708512769,Neutral
887,1221882200284704768,Neutral
888,1221881519565889544,Neutral
889,1221884385550651392,Neutral
890,1221884023783469057,Neutral
891,1221880733825822720,Neutral
892,1221881299830484995,Neutral
893,1224586595224956929,Neutral
894,1221881186273964034,Neutral
895,1221883681482137600,Negative
896,1221882337841098752,Neutral
897,1221880159235723265,Neutral
898,1221884058822750209,Positive
899,1221880530691678208,Neutral
900,1221881064492273665,Neutral
901,1226407414708293632,Neutral
902,1226409658589511681,Neutral
903,1221554008218906625,Negative
904,1221529552989630464,Neutral
905,1221882869427163136,Neutral
906,1221881208205910016,Negative
907,1221880741656780801,Negative
908,1221885264433483776,Neutral
909,1221882696407965696,Negative
910,1221880974218350596,Neutral
911,1221881649371271168,Neutral
912,1221881520316731392,Negative
913,1221881629918015488,Neutral
914,1221884210480386053,Positive
915,1221883879193284608,Neutral
916,1221880412525514759,Neutral
917,1221883626347995143,Positive
918,1221881085262487552,Neutral
919,1221883335099781120,Positive
920,1221884899566804992,Neutral
921,1221885099492495362,Neutral
922,1221881967807025152,Positive
923,1226409399188643840,Neutral
924,1221882728175542272,Positive
925,1226419652689039360,Neutral
926,1221881763263385600,Neutral
927,1227451944601563136,Neutral
928,1221880865766232064,Neutral
929,1221882783431385088,Neutral
930,1221881974568169472,Neutral
931,1221881554764472321,Positive
932,1226426928715923457,Neutral
933,1221884602257694720,Neutral
934,1221882345139200000,Neutral
935,1226408804725743616,Neutral
936,1221884620494589952,Neutral
937,1223561119308095489,Neutral
938,1221880623712940032,Neutral
939,1221882116394438662,Neutral
940,1221881029381648384,Neutral
941,1221881685865902080,Neutral
942,1221881483822030849,Neutral
943,1226420577419874304,Neutral
944,1224587065649762305,Neutral
945,1221882939845365761,Positive
946,1221884789151670273,Positive
947,1221882806768480256,Negative
948,1221884889286561792,Neutral
949,1221872237181128706,Negative
950,1227577319524573184,Neutral
951,1221880805682831360,Neutral
952,1221882952306647042,Neutral
953,1221884990528671753,Negative
954,1221884090632278018,Negative
